Timestamp,Voltage [uV]
2018/04/03 14:04:02 +0000,8392800
2018/04/03 14:08:02 +0000,8392800
2018/04/03 14:12:02 +0000,8382800
2018/04/03 14:16:02 +0000,8382800
2018/04/03 14:20:03 +0000,8392800
2018/04/03 14:24:03 +0000,8392800
2018/04/03 14:28:02 +0000,8382800
2018/04/03 14:32:06 +0000,8392800
2018/04/03 14:36:03 +0000,8382800
2018/04/03 14:40:03 +0000,8382800
2018/04/03 14:44:03 +0000,8392800
2018/04/03 14:48:02 +0000,8382800
2018/04/03 14:52:02 +0000,8382800
2018/04/03 14:56:02 +0000,8382800
2018/04/03 15:00:02 +0000,8392800
2018/04/03 15:04:03 +0000,8382800
2018/04/03 15:08:03 +0000,8392800
2018/04/03 15:12:06 +0000,8382800
2018/04/03 15:16:02 +0000,8382800
2018/04/03 15:20:02 +0000,8382800
2018/04/03 15:24:02 +0000,8382800
2018/04/03 15:28:03 +0000,8382800
2018/04/03 15:32:03 +0000,8392800
2018/04/03 15:36:03 +0000,8392800
2018/04/03 15:40:06 +0000,8382800
2018/04/03 15:44:02 +0000,8382800
2018/04/03 15:48:02 +0000,8383133
2018/04/03 15:52:03 +0000,8383133
2018/04/03 15:56:07 +0000,8382800
2018/04/03 16:00:03 +0000,8382800
2018/04/03 16:04:02 +0000,8392800
2018/04/03 16:08:02 +0000,8382800
2018/04/03 16:12:02 +0000,8392800
2018/04/03 16:16:02 +0000,8382800
2018/04/03 16:20:03 +0000,8392800
2018/04/03 16:24:06 +0000,8392800
2018/04/03 16:28:02 +0000,8392800
2018/04/03 16:32:02 +0000,8392800
2018/04/03 16:36:02 +0000,8382800
2018/04/03 16:40:03 +0000,8382800
2018/04/03 16:44:03 +0000,8382800
2018/04/03 16:48:03 +0000,8382800
2018/04/03 16:52:06 +0000,8382800
2018/04/03 16:56:03 +0000,8382800
2018/04/03 17:00:02 +0000,8392800
2018/04/03 17:04:02 +0000,8382800
2018/04/03 17:08:02 +0000,8382800
2018/04/03 17:12:02 +0000,8392800
2018/04/03 17:16:02 +0000,8382800
2018/04/03 17:20:03 +0000,8382800
2018/04/03 17:24:03 +0000,8382800
2018/04/03 17:28:03 +0000,8382800
2018/04/03 17:32:06 +0000,8382800
2018/04/03 17:36:02 +0000,8382800
2018/04/03 17:40:02 +0000,8362800
2018/04/03 17:44:02 +0000,8354800
2018/04/03 17:48:02 +0000,8344800
2018/04/03 17:52:03 +0000,8334800
2018/04/03 17:56:03 +0000,8324800
2018/04/03 18:00:07 +0000,8314800
2018/04/03 18:04:03 +0000,8304800
2018/04/03 18:08:03 +0000,8294800
2018/04/03 18:12:03 +0000,8294800
2018/04/03 18:16:03 +0000,8284800
2018/04/03 18:20:03 +0000,8274800
2018/04/03 18:24:03 +0000,8266800
2018/04/03 18:28:06 +0000,8256800
2018/04/03 18:32:03 +0000,8246800
2018/04/03 18:36:03 +0000,8246800
2018/04/03 18:40:03 +0000,8236800
2018/04/03 18:44:03 +0000,8226800
2018/04/03 18:48:03 +0000,8216800
2018/04/03 18:52:03 +0000,8206800
2018/04/03 18:56:02 +0000,8206800
